"Datum","Bundesland","Mean(temp_max_month)","Mean(temp_min_month)","Mean(snow_height_final)","Mean(sun_hours_final)","Mean(temp_final)","Mean(rr_final)"
"1974-03-01","Steiermark",22.933333333333334,-2.4333333333333336,,123.03333333333335,6.848387096774194,58.83333333333332
"1974-03-01","Tirol",22.833333333333332,-3.666666666666667,,140.59999999999997,6.961290322580645,34.800000000000004
"1974-03-01","Vorarlberg",25.4,-4.35,,161.20000000000005,7.496505376344087,35.9
"1974-03-01","Wien",23.533333333333335,-3.033333333333333,,136.10000000000002,7.803539426523298,-2.4333333333333362
"1974-04-01","Burgenland",23,0,,218.5000000000002,10.510000000000002,-19.8
"1974-04-01","Kärnten",16.233333333333334,-4.066666666666666,,149.46250000000003,5.136666666666667,19.999999999999996
"1974-04-01","Niederösterreich",22,-4.666666666666667,,205.4,8.183723896062487,5.300000000000001
"1974-04-01","Oberösterreich",20.15,-2.9000000000000004,,187.89999999999998,7.906666666666666,20.9
"1974-04-01","Salzburg",7.266666666666666,-10.299999999999999,,141.36666666666665,-1.3400000000000003,80.53333333333333
"1974-04-01","Steiermark",20.666666666666664,-1.9333333333333331,,166.86666666666662,8.259999999999998,2.6999999999999997
"1974-04-01","Tirol",21.066666666666666,-1.9666666666666666,,171.41249999999994,8.639999999999997,41.300000000000004
"1974-04-01","Vorarlberg",20.65,-1.7999999999999998,,193.50000000000006,8.62977044476327,56.3
"1974-04-01","Wien",22.766666666666666,0.33333333333333315,,196.73999999999992,9.762361443222273,-1.0111111111111135
"1974-05-01","Burgenland",29,4.8,,182.80000000000027,14.454838709677423,17.5
"1974-05-01","Kärnten",21.066666666666663,0.7666666666666666,,188.29999999999995,10.149462365591399,44.00000000000001
"1974-05-01","Niederösterreich",26.133333333333333,1.1333333333333333,,149.99999999999997,11.718772401433686,78.30000000000001
"1974-05-01","Oberösterreich",22.55,1.7000000000000002,,173.40000000000003,11.306451612903228,126.94999999999999
"1974-05-01","Salzburg",12.166666666666668,-5.1,,137.76666666666665,2.316129032258064,93.23333333333333
"1974-05-01","Steiermark",27.03333333333333,2,,176.93333333333334,13.033333333333333,40.43333333333333
"1974-05-01","Tirol",24.266666666666673,2.6666666666666665,,189.24999999999991,12.604301075268815,54.233333333333334
"1974-05-01","Vorarlberg",25.65,1.8000000000000003,,188.60000000000002,12.115725806451607,158.1
"1974-05-01","Wien",28.466666666666665,3.966666666666667,,174.3000000000001,13.358557347670255,39.76666666666668
"1974-06-01","Burgenland",28.6,6.5,,192.6999999999999,16.816666666666663,53.300000000000004
"1974-06-01","Kärnten",24.633333333333333,0.9,,177.5999999999999,12.37,165.13333333333333
"1974-06-01","Niederösterreich",28.099999999999998,2.666666666666667,,167.2,14.384768518518518,105.13333333333334
"1974-06-01","Oberösterreich",25.700000000000003,3.15,,175.70000000000007,13.923333333333334,139.35
"1974-06-01","Salzburg",15.633333333333333,-4.066666666666666,,117.03333333333327,4.614444444444445,196.83333333333331
"1974-06-01","Steiermark",27.233333333333334,4,,174.0666666666667,15.617777777777777,84.80000000000001
"1974-06-01","Tirol",27.26666666666667,3.8666666666666663,,177.99999999999997,14.856666666666667,115.5
"1974-06-01","Vorarlberg",26.45,6.35,,184.29999999999995,14.900277777777777,189.20000000000002
"1974-06-01","Wien",29.066666666666663,6.699999999999999,,178.8,15.717870370370369,81.32222222222224
"1974-07-01","Burgenland",32.5,8.4,,196.39999999999995,19.29677419354839,57.199999999999996
"1974-07-01","Kärnten",25.666666666666664,5.5,,262.95,15.47204301075269,127.09999999999998
"1974-07-01","Niederösterreich",29.566666666666666,5.8,,201.2999999999999,16.777732974910393,92.96666666666668
"1974-07-01","Oberösterreich",27.4,6.85,,190.09999999999994,16.274193548387096,118.44999999999999
"1974-07-01","Salzburg",18.533333333333335,-1.7000000000000002,,158.53333333333336,7.81720430107527,185.3
"1974-07-01","Steiermark",31.166666666666664,8.033333333333333,,213.40000000000003,18.402150537634412,76.39999999999998
"1974-07-01","Tirol",29.866666666666667,7.533333333333333,,243,17.582795698924727,130.20000000000002
"1974-07-01","Vorarlberg",29.2,9.05,,227.2,17.41182795698927,209.25
"1974-07-01","Wien",31.26666666666667,8.766666666666666,,199.40000000000003,18.529525089605738,50.02222222222224
"1974-08-01","Burgenland",34.6,10,,241.4,21.806451612903224,47.89999999999999
"1974-08-01","Kärnten",28.666666666666668,5.8999999999999995,,228.8249999999999,17.087096774193547,138.56666666666666
"1974-08-01","Niederösterreich",33.96666666666667,7.6,,206.27999999999997,19.08357518182134,50.43333333333333
"1974-08-01","Oberösterreich",32.900000000000006,8.2,,215.6999999999999,18.5258064516129,60.099999999999994
"1974-08-01","Salzburg",21.4,-0.8666666666666665,,206.33333333333334,10.446236559139784,142.96666666666664
"1974-08-01","Steiermark",32.63333333333333,7.466666666666666,,214.70000000000002,20.047311827956985,97.43333333333334
"1974-08-01","Tirol",33.3,7.833333333333333,,240.275,19.109677419354835,97.43333333333332
"1974-08-01","Vorarlberg",31.3,6.95,,223.2333333333333,18.48280166435507,138.45
"1974-08-01","Wien",36.6,9.733333333333333,,229.10000000000002,20.84059027933126,15.177777777777777
"1974-09-01","Burgenland",28.2,4.4,,158.8,16.186666666666667,35.10000000000001
"1974-09-01","Kärnten",22.3,0.6333333333333333,,170.04999999999995,11.820000000000002,112.56666666666666
"1974-09-01","Niederösterreich",27.166666666666664,0.9333333333333332,,157.90000000000003,13.985324074074073,10.166666666666666
"1974-09-01","Oberösterreich",26.65,0.8,,178.3,13.794999999999995,27.5
"1974-09-01","Salzburg",17.133333333333336,-3.9666666666666663,,159.03333333333327,6.455555555555557,139.96666666666664
"1974-09-01","Steiermark",27.5,2.5,,137.89999999999998,14.776666666666667,70.80000000000001
"1974-09-01","Tirol",27.5,2.6666666666666665,,189.04999999999993,14.678888888888887,97.5
"1974-09-01","Vorarlberg",27.8,3.95,,183.60000000000002,14.098888888888881,117.55000000000001
"1974-09-01","Wien",27.866666666666664,3.2333333333333334,,147,15.296527777777776,0.6111111111111109
"1974-10-01","Burgenland",15,0,,77.40000000000003,7.645161290322579,135.5
"1974-10-01","Kärnten",10.533333333333333,-5.366666666666668,,100.6,2.6860215053763445,68.43333333333334
"1974-10-01","Niederösterreich",15.733333333333334,-3.666666666666667,,89,5.526702508960571,58.66666666666667
"1974-10-01","Oberösterreich",13.75,-2.25,,58.400000000000006,5.0129032258064505,64.05
"1974-10-01","Salzburg",3.4333333333333336,-10.933333333333334,,67.69999999999999,-3.9086021505376367,153.86666666666667
"1974-10-01","Steiermark",14.433333333333332,-3.6333333333333333,,82.03333333333335,6.077419354838709,69.4
"1974-10-01","Tirol",13.733333333333334,-3,,104.25,5.495698924731182,61.1
"1974-10-01","Vorarlberg",14.600000000000001,-0.9999999999999999,,54.10000000000001,5.147177419354836,240.64999999999998
"1974-10-01","Wien",15.066666666666666,-0.9,,89.29999999999998,6.708422939068101,99.18888888888887
"1974-11-01","Burgenland",19.3,-1.8,,87.90000000000002,5.593333333333334,12.600000000000001
"1974-11-01","Kärnten",11.9,-5.466666666666667,,109.6,1.74,9.866666666666667
"1974-11-01","Niederösterreich",14.866666666666667,-5.199999999999999,,65.10000000000001,3.1310648148148137,39.33333333333332
"1974-11-01","Oberösterreich",12.7,-5.3,,41.599999999999994,2.645,49.3
"1974-11-01","Salzburg",7.133333333333334,-11.433333333333334,,111.43333333333332,-3.1722222222222225,101.76666666666667
"1974-11-01","Steiermark",17.56666666666667,-4.2,,101.76666666666665,4.446666666666667,17.6
"1974-11-01","Tirol",16.5,-4.1,,90.34999999999998,3.897777777777778,49.83333333333333
"1974-11-01","Vorarlberg",20.25,-2.25,,75.60000000000001,5.28659722222222,112.95
"1974-11-01","Wien",11.966666666666665,-4.166666666666666,,70.9,4.285601851851851,35.344444444444456
"1974-12-01","Burgenland",17.4,-4.6,,39.9,4.667741935483872,105.39999999999998
"1974-12-01","Kärnten",9.8,-9.3,,113.16249999999994,0.2526881720430106,-12.6
"1974-12-01","Niederösterreich",14.3,-8.833333333333334,,62.16,3.704200160072381,125.86666666666666
"1974-12-01","Oberösterreich",13.666666666666666,-10.2,,46.699999999999996,3.110508308895405,94.23333333333332
"1974-12-01","Salzburg",3.5666666666666664,-16.233333333333334,,58.733333333333334,-4.731182795698924,191.10000000000002
"1974-12-01","Steiermark",15.066666666666666,-7.9333333333333345,,81.2333333333333,2.641935483870968,20.03333333333333
"1974-12-01","Tirol",14.233333333333333,-10.8,,34.525000000000006,0.9322580645161289,100.63333333333334
"1974-12-01","Vorarlberg",15.85,-5.35,,70.86666666666669,3.699934007426958,157
"1974-12-01","Wien",15.2,-3.3333333333333335,,57.72000000000001,4.815162632544406,81.71111111111108
"1975-01-01","Burgenland",16.6,-3.2,,98.30000000000001,3.8806451612903223,3.6999999999999975
"1975-01-01","Kärnten",10.033333333333335,-7.6,,125.44999999999996,0.7591397849462365,-9.399999999999999
"1975-01-01","Niederösterreich",11.700000000000001,-7.400000000000001,,71.50000000000003,2.0991935483870976,31.299999999999997
"1975-01-01","Oberösterreich",9.166666666666666,-5.766666666666667,,50.1,1.8602150537634403,37.233333333333334
"1975-01-01","Salzburg",7.366666666666667,-13.833333333333336,,101.93333333333331,-3.668817204301075,114.56666666666666
"1975-01-01","Steiermark",13.733333333333333,-7.566666666666666,,88.80000000000004,2.169892473118279,-6.866666666666665
"1975-01-01","Tirol",11.966666666666667,-7.300000000000001,,67.74999999999999,1.7956989247311825,48.39999999999999
"1975-01-01","Vorarlberg",16,-4.05,,95.50000000000001,4.235147849462365,74.35
"1975-01-01","Wien",13.233333333333334,-3.8666666666666667,,75.6,3.3424731182795724,14.499999999999996
"1975-02-01","Burgenland",12,-8.8,,151.39999999999998,1.4964285714285712,-17.6
"1975-02-01","Kärnten",10.7,-11.933333333333334,,177.64999999999998,-0.7869047619047623,-1.9333333333333336
"1975-02-01","Niederösterreich",11.766666666666667,-13.133333333333335,,140.6,0.16299603174603194,-7.233333333333333
"1975-02-01","Oberösterreich",9.833333333333332,-8.399999999999999,,155.7,0.838095238095238,-4.6
"1975-02-01","Salzburg",4.066666666666666,-15.133333333333333,,172.20000000000002,-5.683333333333333,15.966666666666669
"1975-02-01","Steiermark",12.733333333333333,-9.3,,162.26666666666665,1.325,-13.799999999999999
"1975-02-01","Tirol",13.7,-7.133333333333334,,181.60000000000002,2.085714285714286,-12.333333333333334
"1975-02-01","Vorarlberg",11.95,-5.1,,139.79999999999995,1.4022321428571431,4.3999999999999995
"1975-02-01","Wien",11.466666666666667,-9.533333333333333,,132.6,0.9774305555555558,-9.988888888888889
"1975-03-01","Burgenland",19,-4,,116.10000000000004,7.080645161290323,38.4
"1975-03-01","Kärnten",11.133333333333335,-8.7,,105.45000000000002,1.7301075268817199,171.3
"1975-03-01","Niederösterreich",16.4,-7.066666666666666,,106.99999999999999,4.384274193548386,35.43333333333333
"1975-03-01","Oberösterreich",14.466666666666665,-4.766666666666667,,100.19999999999999,4.650537634408603,34.4
"1975-03-01","Salzburg",6.300000000000001,-13.566666666666666,,99.19999999999997,-4.203225806451613,204.9
"1975-03-01","Steiermark",16.133333333333333,-5.366666666666666,,114.50000000000004,5.301075268817203,126.9
"1975-03-01","Tirol",16.9,-4.766666666666667,,110.59999999999998,4.7182795698924735,167.56666666666666
"1975-03-01","Vorarlberg",18.15,-5.2,,116.99999999999997,4.70228494623656,47
"1975-03-01","Wien",17.833333333333336,-4.8,,96.89999999999998,5.923790322580644,40.28888888888889
"1975-04-01","Burgenland",23.5,0,,173.60000000000002,10.103333333333335,32.8
"1975-04-01","Kärnten",18.666666666666668,-3,,171.68749999999997,5.621111111111111,51.86666666666667
"1975-04-01","Niederösterreich",22.566666666666666,-3.3000000000000003,,155.77999999999994,7.706176736277167,31.666666666666668
"1975-04-01","Oberösterreich",21.766666666666666,-2.2333333333333334,,154,7.63777777777778,35.266666666666666
"1975-04-01","Salzburg",9.133333333333335,-11.166666666666666,,120.93333333333335,-1.9266666666666665,183.13333333333335
"1975-04-01","Steiermark",22.466666666666665,-1.5,,168.36666666666667,8.716666666666667,8.533333333333333
"1975-04-01","Tirol",22.933333333333334,-1.2999999999999998,,177.2875,8.019999999999998,115.16666666666666
"1975-04-01","Vorarlberg",21.8,-0.7,,157.5333333333333,7.70688665710187,107.4
"1975-04-01","Wien",23.6,-1.7999999999999998,,144.28000000000003,9.210044635740472,30.433333333333337
"1975-05-01","Burgenland",28.3,7.2,,242.99999999999994,16.745161290322585,55.400000000000006
"1975-05-01","Kärnten",23.799999999999997,1.4666666666666668,,181.95000000000002,11.737634408602151,93.40000000000002
"1975-05-01","Niederösterreich",26.833333333333336,1.4666666666666668,,184.20000000000005,13.918234767025089,41.33333333333333
"1975-05-01","Oberösterreich",26.5,2.433333333333333,,200,14.223655913978495,47.599999999999994
"1975-05-01","Salzburg",14.8,-5.7,,171.79999999999998,4.3354838709677415,137.23333333333332
"1975-05-01","Steiermark",27.766666666666666,2.6333333333333337,,176.9666666666667,15.14516129032258,67.3
"1975-05-01","Tirol",28.666666666666668,1.8,,186.54999999999995,14.039784946236557,94.26666666666665
"1975-05-01","Vorarlberg",25.5,2.7,,188.10000000000002,13.002486559139784,117.05
"1975-05-01","Wien",27.46666666666667,5.7,,213.29999999999998,15.710259856630827,50.67777777777777
"1975-06-01","Burgenland",31.8,5,,216.09999999999997,17.866666666666667,136.6
"1975-06-01","Kärnten",24.6,1.3,,151.0875,12.79111111111111,232.16666666666669
"1975-06-01","Niederösterreich",28.8,1.8666666666666667,,173,14.95444444444445,123.66666666666666
"1975-06-01","Oberösterreich",28.26666666666667,2.8333333333333335,,168.49999999999997,15.08222222222222,144.43333333333334
"1975-06-01","Salzburg",16.733333333333338,-4.699999999999999,,112.56666666666663,5.468888888888889,190.2
"1975-06-01","Steiermark",29.8,3.2,,155.3,15.97,185.76666666666665
"1975-06-01","Tirol",28.866666666666667,3,,151.15,14.975555555555559,162.1
"1975-06-01","Vorarlberg",27.35,3.8,,179.00000000000006,14.744722222222213,210.99999999999997
"1975-06-01","Wien",30.400000000000002,5.766666666666667,,187.8,16.784490740740736,145.95555555555552
"1975-07-01","Burgenland",32,11.2,,253.60000000000002,20.929032258064513,106.59999999999998
"1975-07-01","Kärnten",27.63333333333333,4.866666666666667,,253.94999999999987,16.33225806451613,148.5666666666667
"1975-07-01","Niederösterreich",28.733333333333334,7.933333333333335,,236.99999999999994,17.85425627240142,137.76666666666668
"1975-07-01","Oberösterreich",27.533333333333335,8.499999999999998,,237.70000000000005,17.9247311827957,170.46666666666667
"1975-07-01","Salzburg",19.433333333333334,-1.9999999999999996,,189.39999999999998,8.84193548387097,177.16666666666669
"1975-07-01","Steiermark",30.23333333333333,7.8,,226.83333333333346,19.06236559139785,150.63333333333333
"1975-07-01","Tirol",30.466666666666665,6.4333333333333345,,247.29999999999984,18.19784946236559,139.40000000000003
"1975-07-01","Vorarlberg",29.9,6.45,,251.40000000000006,17.957392473118283,122.85
"1975-07-01","Wien",30.066666666666666,10.566666666666666,,235.30000000000007,19.779121863799286,143.6888888888889
"1975-08-01","Burgenland",30,10,,220.20000000000007,20.280645161290323,124.99999999999994
"1975-08-01","Kärnten",23.833333333333332,7.033333333333333,,189.67499999999993,15.683870967741935,96.56666666666668
"1975-08-01","Niederösterreich",27.333333333333332,7.366666666666666,,218.84,17.589823472974114,96.79999999999998
"1975-08-01","Oberösterreich",27.366666666666667,8.499999999999998,,217.74,17.81612903225806,77.96666666666667
"1975-08-01","Salzburg",17.233333333333334,1.0666666666666664,,150.83333333333334,8.902150537634409,145.5
"1975-08-01","Steiermark",27.766666666666666,10.066666666666666,,190.26666666666662,18.599999999999998,98.26666666666667
"1975-08-01","Tirol",29.200000000000003,8.666666666666666,,200.3749999999999,17.83225806451613,108.3
"1975-08-01","Vorarlberg",28.9,9.3,,202.49999999999997,17.852289606729,255.79999999999995
"1975-08-01","Wien",29.6,9.366666666666667,,206.5,19.238103689121555,44.422222222222224
"1975-09-01","Burgenland",29,7,,214.10000000000002,18.89666666666667,28.099999999999994
"1975-09-01","Kärnten",26.633333333333336,3.433333333333333,,196.3,14.787777777777777,23.300000000000004
"1975-09-01","Niederösterreich",28.666666666666668,3.666666666666667,,186.8,16.622546296296303,-11.600000000000001
"1975-09-01","Oberösterreich",27.8,4.866666666666666,,183.4,16.587777777777777,2.2000000000000006
"1975-09-01","Salzburg",20.933333333333334,-1.5666666666666667,,174.73333333333332,9.23,42.03333333333334
"1975-09-01","Steiermark",28.5,4.6000000000000005,,184.3333333333334,17.283333333333335,6.199999999999998
"1975-09-01","Tirol",29.066666666666666,5.8,,194.25000000000003,17.081111111111113,29.06666666666667
"1975-09-01","Vorarlberg",33.5,8.7,,186.2,17.257708333333344,57.9
"1975-09-01","Wien",28.833333333333336,7.133333333333334,,210.10000000000002,17.72356481481481,-4.888888888888891
"1975-10-01","Burgenland",25.5,0,,113,10.532258064516126,21.500000000000007
"1975-10-01","Kärnten",20.366666666666667,-2.4,,147.3,7.255913978494623,38.80000000000001
"1975-10-01","Niederösterreich",23.333333333333332,-2.2666666666666666,,99.10000000000001,8.04762544802867,30.100000000000005
"1975-10-01","Oberösterreich",22.333333333333332,-1.1666666666666667,,73.50000000000003,8.251612903225807,22.8
"1975-10-01","Salzburg",14.433333333333332,-7.266666666666667,,148.30000000000004,1.8279569892473129,25
"1975-10-01","Steiermark",24.1,-0.4666666666666667,,133.46666666666667,9.47741935483871,46.000000000000014
"1975-10-01","Tirol",23.53333333333333,-1.6333333333333333,,175.84999999999997,8.63440860215054,25.03333333333333
"1975-10-01","Vorarlberg",21.799999999999997,-0.29999999999999993,,116.90000000000002,7.773252688172046,51.599999999999994
"1975-10-01","Wien",23.53333333333333,-0.30000000000000004,,107.70000000000003,9.365277777777779,39.966666666666676
"1975-11-01","Burgenland",11.8,-10.6,,48.100000000000016,3.8066666666666658,22.8
"1975-11-01","Kärnten",11.533333333333333,-12.433333333333334,,86.05,0.5099999999999999,60.53333333333334
"1975-11-01","Niederösterreich",11.033333333333335,-15.733333333333334,,42.99999999999999,2.2357870370370354,22.833333333333332
"1975-11-01","Oberösterreich",11.266666666666666,-13.033333333333335,,72.4,2.5688888888888894,15.4
"1975-11-01","Salzburg",9.333333333333336,-18.799999999999997,,98.66666666666669,-3.0933333333333337,121.89999999999998
"1975-11-01","Steiermark",10,-11.100000000000001,,62.03333333333333,2.583333333333334,27.56666666666667
"1975-11-01","Tirol",15.566666666666665,-16.033333333333335,,69.80000000000001,1.934444444444444,115
"1975-11-01","Vorarlberg",13.95,-10.25,,76.59999999999998,4.153263888888883,138.5
"1975-11-01","Wien",10.8,-9.233333333333333,,45.3,3.2840277777777773,22.344444444444445
"1975-12-01","Burgenland",11,-12.4,,68.00000000000003,1.4903225806451612,3.3000000000000007
"1975-12-01","Kärnten",9.466666666666665,-12.766666666666667,,104.00000000000001,-1.0537634408602148,4.099999999999998
"1975-12-01","Niederösterreich",9.099999999999998,-19.633333333333333,,68,-0.7571100472760351,15.600000000000001
"1975-12-01","Oberösterreich",6.4,-17,,39.4,-1.0763440860215054,1.9
"1975-12-01","Salzburg",6.2333333333333325,-14.999999999999998,,139.80000000000007,-4.65268817204301,21.466666666666665
"1975-12-01","Steiermark",10.6,-11.5,,88.66666666666667,-0.20430107526881722,8.1
"1975-12-01","Tirol",6.966666666666666,-12.833333333333334,,58.80000000000001,-3.156989247311828,-8.033333333333331
"1975-12-01","Vorarlberg",9.65,-10.1,,75.80000000000001,-0.971636615811373,-11
"1975-12-01","Wien",8.233333333333334,-13.366666666666667,,49.800000000000004,1.0151134177441732,26.83333333333333
"1976-01-01","Burgenland",15,-10.8,,74.60000000000002,1.9709677419354836,94.49999999999999
"1976-01-01","Kärnten",13.4,-13.733333333333333,,134.05,-1.5707437275985665,-14.900000000000002
"1976-01-01","Niederösterreich",11.433333333333334,-13.833333333333332,,46.99999999999999,1.0594534050179218,97.79999999999998
"1976-01-01","Oberösterreich",10.4,-11.600000000000001,,40.19999999999999,1.0655913978494622,132.26666666666668
"1976-01-01","Salzburg",0.8500000000000001,-22.6,,81.02499999999999,-9.882258064516126,310.15
"1976-01-01","Steiermark",13.6,-13.6,,86.83333333333334,0.4677419354838712,33.5
"1976-01-01","Tirol",12.233333333333334,-14.366666666666667,,68.65000000000002,-0.22580645161290333,56.79999999999999
"1976-01-01","Vorarlberg",12,-15.65,,61.3,1.0962544802867393,108.04999999999998
"1976-01-01","Wien",12.7,-8.433333333333334,,56.5,1.998163082437277,92.27777777777776
"1976-02-01","Burgenland",14.5,-8.8,,66,0.34482758620689663,-9.8
"1976-02-01","Kärnten",11.566666666666666,-11.7,,95.6,-1.1055076628352485,18.93333333333333
"1976-02-01","Niederösterreich",14.733333333333333,-10.333333333333334,,67.2,0.2675766283524904,-5.300000000000001
"1976-02-01","Oberösterreich",11.566666666666666,-9.366666666666667,,79.10000000000001,0.5551724137931033,-11.866666666666667
"1976-02-01","Salzburg",5.45,-16.3,,175.6125,-6.234482758620689,15.599999999999998
"1976-02-01","Steiermark",14.350000000000001,-9.3,,71.60000000000001,0.5448275862068965,17.200000000000003
"1976-02-01","Tirol",13.966666666666667,-9.2,,147.75,1.011494252873563,1.1666666666666656
"1976-02-01","Vorarlberg",12.85,-10.2,,80,1.0466235632183907,3.35
"1976-02-01","Wien",15.266666666666667,-7.366666666666666,,59.100000000000016,0.3816091954022991,8.466666666666669
"1976-03-01","Burgenland",20.6,-7.6,,185.1999999999999,3.267741935483871,-10.9
"1976-03-01","Kärnten",15.4,-15.633333333333336,,190.19999999999993,-0.0015232974910391467,0.8666666666666674
"1976-03-01","Niederösterreich",18.033333333333335,-12.5,,163,1.4509408602150538,-0.8499999999999991
"1976-03-01","Oberösterreich",16.166666666666664,-9.266666666666667,,177.20000000000002,1.7505376344086025,-7.966666666666666
"1976-03-01","Salzburg",2.2,-20.45,,179.9,-9.208064516129033,37.349999999999994
"1976-03-01","Steiermark",19.8,-10.65,,190.23333333333338,2.354838709677419,-11.350000000000001
"1976-03-01","Tirol",20.6,-9.533333333333333,,199.19999999999993,3.3408602150537634,-4.933333333333334
"1976-03-01","Vorarlberg",18.549999999999997,-6.550000000000001,,189.39999999999998,4.112298387096774,22.15
"1976-03-01","Wien",19.8,-8.866666666666667,,161.89999999999998,2.687544802867383,-5.28888888888889
"1976-04-01","Burgenland",25,-0.6,,196.80000000000004,11.316666666666666,11.2
"1976-04-01","Kärnten",18.03333333333333,-4.6,,182.825,6.770941070195018,69.56666666666666
"1976-04-01","Niederösterreich",23.333333333333332,-5.166666666666667,,181.32,8.356215526861146,27.5
"1976-04-01","Oberösterreich",21.9,-3,,202.82,8.616666666666667,14.466666666666669
"1976-04-01","Salzburg",4.5,-15.45,,183.575,-4.251666666666667,82.69999999999999
"1976-04-01","Steiermark",22.75,-3.4,,173.86666666666667,8.870000000000001,56.449999999999996
"1976-04-01","Tirol",22.56666666666667,-3,,195.02500000000003,8.762222222222222,50.766666666666666
"1976-04-01","Vorarlberg",23,-1.75,,202.86666666666667,8.465638450502158,56.7
"1976-04-01","Wien",24.366666666666667,-2.466666666666667,,183.25999999999993,9.98876667198045,22.48888888888889
"1976-05-01","Burgenland",26.5,-1,,232.99999999999986,15.312903225806448,42.000000000000014
"1976-05-01","Kärnten",22.433333333333334,-3.1333333333333333,,259,11.942069892473116,98.36666666666666
"1976-05-01","Niederösterreich",24.866666666666667,-3.4000000000000004,,231.59999999999994,12.847849462365593,70.5
"1976-05-01","Oberösterreich",25.833333333333332,-0.6666666666666666,,255.19999999999993,13.416129032258064,64.69999999999999
"1976-05-01","Salzburg",10.5,-9.3,,209.35000000000005,1.0370967741935484,153.9
"1976-05-01","Steiermark",25.049999999999997,-1.5499999999999998,,234.6,13.825806451612904,47.05
"1976-05-01","Tirol",27.7,-1.0333333333333334,,243.34999999999997,13.887096774193548,89.53333333333333
"1976-05-01","Vorarlberg",26.9,1.1,,232.2,14.05181451612904,122.6
"1976-05-01","Wien",25.666666666666668,-0.6666666666666667,,241.89999999999995,14.413933691756268,70
"1976-06-01","Burgenland",32.4,7.5,,290,18.77,39.000000000000014
"1976-06-01","Kärnten",25.6,1.1,,265.85,15.679212962962952,24.26666666666667
"1976-06-01","Niederösterreich",29.366666666666667,2.3,,,16.721527777777776,26.900000000000006
"1976-06-01","Oberösterreich",29.4,4.433333333333333,,274,17.04,20.6
"1976-06-01","Salzburg",13.15,-6.8,,217.8,4.463333333333333,81.35000000000001
"1976-06-01","Steiermark",29.65,4.15,,273.40000000000003,17.314999999999998,13.649999999999999
"1976-06-01","Tirol",30.433333333333334,3.566666666666667,,278.5,17.60222222222222,42
"1976-06-01","Vorarlberg",30.85,5.6,,309.5,18.545833333333345,74.8
"1976-06-01","Wien",31.499999999999996,7,,302.1,18.33634259259259,40.97777777777778
"1976-07-01","Burgenland",34,10.5,,289.10000000000025,21.429032258064513,30.800000000000004
"1976-07-01","Kärnten",29.200000000000003,6.3,,230.07500000000002,17.717293906810035,135.3
"1976-07-01","Niederösterreich",32.166666666666664,5.866666666666668,,,18.813530465949814,123.25
"1976-07-01","Oberösterreich",31.9,8.133333333333333,,257,19.303225806451614,139.16666666666669
